,pubdate,authors,title,fulljournalname,pubmed,doi,pmc
133,2022 Mar 25,"[{'name': 'Compagnoni C', 'authtype': 'Author'}, {'name': 'Zelli V', 'authtype': 'Author'}, {'name': 'Bianchi A', 'authtype': 'Author'}, {'name': 'Di Marco A', 'authtype': 'Author'}, {'name': 'Capelli R', 'authtype': 'Author'}, {'name': 'Vecchiotti D', 'authtype': 'Author'}, {'name': 'Brandolini L', 'authtype': 'Author'}, {'name': 'Cimini AM', 'authtype': 'Author'}, {'name': 'Zazzeroni F', 'authtype': 'Author'}, {'name': 'Allegretti M', 'authtype': 'Author'}, {'name': 'Alesse E', 'authtype': 'Author'}, {'name': 'Tessitore A', 'authtype': 'Author'}]",MicroRNAs Expression in Response to rhNGF in Epithelial Corneal Cells: Focus on Neurotrophin Signaling Pathway,International Journal of Molecular Sciences,35408969,10.3390/ijms23073597,PMC8998691
134,2022 Mar 23,"[{'name': 'Arya A', 'authtype': 'Author'}, {'name': 'Ray J', 'authtype': 'Author'}, {'name': 'Sharma S', 'authtype': 'Author'}, {'name': 'Cruz Simbron R', 'authtype': 'Author'}, {'name': 'Lozano A', 'authtype': 'Author'}, {'name': 'Smith HB', 'authtype': 'Author'}, {'name': 'Andersen JL', 'authtype': 'Author'}, {'name': 'Chen H', 'authtype': 'Author'}, {'name': 'Meringer M', 'authtype': 'Author'}, {'name': 'Cleaves HJ II', 'authtype': 'Author'}]",An open source computational workflow for the discovery of autocatalytic networks in abiotic reactions,Chemical Science,35655880,10.1039/d2sc00256f,PMC9067619
135,2022 Mar 17,"[{'name': 'Murad SS', 'authtype': 'Author'}, {'name': 'Yussof S', 'authtype': 'Author'}, {'name': 'Badeel R', 'authtype': 'Author'}]","Wireless Technologies for Social Distancing in the Time of COVID-19: Literature Review, Open Issues, and Limitations","Sensors (Basel, Switzerland)",35336484,10.3390/s22062313,PMC8953680
136,2022 Mar 17,"[{'name': 'Gunjan VK', 'authtype': 'Author'}, {'name': 'Vijayalata Y', 'authtype': 'Author'}, {'name': 'Valli S', 'authtype': 'Author'}, {'name': 'Kumar S', 'authtype': 'Author'}, {'name': 'Mohamed MO', 'authtype': 'Author'}, {'name': 'Saravanan V', 'authtype': 'Author'}]",Machine Learning and Cloud-Based Knowledge Graphs to Recognize Suicidal Mental Tendencies,Computational Intelligence and Neuroscience,35341205,10.1155/2022/3604113,PMC8947904
137,2022 Mar 16,"[{'name': 'Shi W', 'authtype': 'Author'}, {'name': 'Fan G', 'authtype': 'Author'}, {'name': 'Shen Z', 'authtype': 'Author'}, {'name': 'Hu C', 'authtype': 'Author'}, {'name': 'Ma J', 'authtype': 'Author'}, {'name': 'Zhou Y', 'authtype': 'Author'}, {'name': 'Meng Z', 'authtype': 'Author'}, {'name': 'Hu S', 'authtype': 'Author'}, {'name': 'Bi Y', 'authtype': 'Author'}, {'name': 'Wang L', 'authtype': 'Author'}, {'name': 'Yu H', 'authtype': 'Author'}, {'name': 'Lin S', 'authtype': 'Author'}, {'name': 'Sun X', 'authtype': 'Author'}, {'name': 'Zhang X', 'authtype': 'Author'}, {'name': 'Liu D', 'authtype': 'Author'}, {'name': 'Sun Q', 'authtype': 'Author'}, {'name': 'Wu L', 'authtype': 'Author'}]",gcCov: Linked open data for global coronavirus studies,mLife,37731725,10.1002/mlf2.12008,PMC9088579
138,2022 Mar 10,"[{'name': 'Gillespie TH', 'authtype': 'Author'}, {'name': 'Tripathy SJ', 'authtype': 'Author'}, {'name': 'Sy MF', 'authtype': 'Author'}, {'name': 'Martone ME', 'authtype': 'Author'}, {'name': 'Hill SL', 'authtype': 'Author'}]",The Neuron Phenotype Ontology: A FAIR Approach to Proposing and Classifying Neuronal Types,Neuroinformatics,35267146,10.1007/s12021-022-09566-7,PMC9547803
139,2022 Mar 9,"[{'name': 'Deng N', 'authtype': 'Author'}, {'name': 'Wu C', 'authtype': 'Author'}, {'name': 'Yaseen A', 'authtype': 'Author'}, {'name': 'Wu H', 'authtype': 'Author'}]",ImmuneData: an integrated data discovery system for immunology data repositories,Database: The Journal of Biological Databases and Curation,35262674,10.1093/database/baac003,PMC9216516
140,2022 Mar 7,"[{'name': 'Lan G', 'authtype': 'Author'}, {'name': 'Liu T', 'authtype': 'Author'}, {'name': 'Wang X', 'authtype': 'Author'}, {'name': 'Pan X', 'authtype': 'Author'}, {'name': 'Huang Z', 'authtype': 'Author'}]",A semantic web technology index,Scientific Reports,35256665,10.1038/s41598-022-07615-4,PMC8901930
141,2022 Mar 4,"[{'name': 'Guo Y', 'authtype': 'Author'}]",Financial Market Sentiment Prediction Technology and Application Based on Deep Learning Model,Computational Intelligence and Neuroscience,35281197,10.1155/2022/1988396,PMC8916864
142,2022 Mar 2,"[{'name': 'Edwards DJ', 'authtype': 'Author'}, {'name': 'McEnteggart C', 'authtype': 'Author'}, {'name': 'Barnes-Holmes Y', 'authtype': 'Author'}]",A Functional Contextual Account of Background Knowledge in Categorization: Implications for Artificial General Intelligence and Cognitive Accounts of General Knowledge,Frontiers in Psychology,35310283,10.3389/fpsyg.2022.745306,PMC8924495
143,2022 Mar 1,"[{'name': 'Kirkpatrick A', 'authtype': 'Author'}, {'name': 'Onyeze C', 'authtype': 'Author'}, {'name': 'Kartchner D', 'authtype': 'Author'}, {'name': 'Allegri S', 'authtype': 'Author'}, {'name': 'An DN', 'authtype': 'Author'}, {'name': 'McCoy K', 'authtype': 'Author'}, {'name': 'Davalbhakta E', 'authtype': 'Author'}, {'name': 'Mitchell CS', 'authtype': 'Author'}]",Optimizations for Computing Relatedness in Biomedical Heterogeneous Information Networks: SemNet 2.0,Big data and cognitive computing,35936510,10.3390/bdcc6010027,PMC9351549
144,2022 Feb 25,"[{'name': 'Kim S', 'authtype': 'Author'}, {'name': 'Cheng T', 'authtype': 'Author'}, {'name': 'He S', 'authtype': 'Author'}, {'name': 'Thiessen PA', 'authtype': 'Author'}, {'name': 'Li Q', 'authtype': 'Author'}, {'name': 'Gindulyte A', 'authtype': 'Author'}, {'name': 'Bolton EE', 'authtype': 'Author'}]","PubChem Protein, Gene, Pathway, and Taxonomy Data Collections: Bridging Biology and Chemistry through Target-Centric Views of PubChem Data",Journal of molecular biology,35227770,10.1016/j.jmb.2022.167514,PMC9177802
145,2022 Feb 22,"[{'name': 'Frederiksen SD', 'authtype': 'Author'}, {'name': 'Avramović V', 'authtype': 'Author'}, {'name': 'Maroilley T', 'authtype': 'Author'}, {'name': 'Lehman A', 'authtype': 'Author'}, {'name': 'Arbour L', 'authtype': 'Author'}, {'name': 'Tarailo-Graovac M', 'authtype': 'Author'}]",Rare disorders have many faces: in silico characterization of rare disorder spectrum,Orphanet Journal of Rare Diseases,35193637,10.1186/s13023-022-02217-9,PMC8864832
146,2022 Feb 22,"[{'name': 'Dudová Z', 'authtype': 'Author'}, {'name': 'Conte N', 'authtype': 'Author'}, {'name': 'Mason J', 'authtype': 'Author'}, {'name': 'Stuchlík D', 'authtype': 'Author'}, {'name': 'Peša R', 'authtype': 'Author'}, {'name': 'Halmagyi C', 'authtype': 'Author'}, {'name': 'Perova Z', 'authtype': 'Author'}, {'name': 'Mosaku A', 'authtype': 'Author'}, {'name': 'Thorne R', 'authtype': 'Author'}, {'name': 'Follette A', 'authtype': 'Author'}, {'name': 'Pivarč Ľ', 'authtype': 'Author'}, {'name': 'Šašinka R', 'authtype': 'Author'}, {'name': 'Usman M', 'authtype': 'Author'}, {'name': 'Neuhauser S', 'authtype': 'Author'}, {'name': 'Begley DA', 'authtype': 'Author'}, {'name': 'Krupke DM', 'authtype': 'Author'}, {'name': 'Frassà M', 'authtype': 'Author'}, {'name': 'Fiori A', 'authtype': 'Author'}, {'name': 'Corsi R', 'authtype': 'Author'}, {'name': 'Vezzadini L', 'authtype': 'Author'}, {'name': 'Isella C', 'authtype': 'Author'}, {'name': 'Bertotti A', 'authtype': 'Author'}, {'name': 'Bult C', 'authtype': 'Author'}, {'name': 'Parkinson H', 'authtype': 'Author'}, {'name': 'Medico E', 'authtype': 'Author'}, {'name': 'Meehan T', 'authtype': 'Author'}, {'name': 'Křenek A', 'authtype': 'Author'}]",The EurOPDX Data Portal: an open platform for patient-derived cancer xenograft data sharing and visualization,BMC Genomics,35193494,10.1186/s12864-022-08367-1,PMC8862363
147,2022 Feb 16,"[{'name': 'Toor R', 'authtype': 'Author'}, {'name': 'Chana I', 'authtype': 'Author'}]",Exploring diet associations with Covid-19 and other diseases: a Network Analysis–based approach,Medical & Biological Engineering & Computing,35171411,10.1007/s11517-022-02505-3,PMC8852958
148,2022 Feb 14,"[{'name': 'Yin Y', 'authtype': 'Author'}, {'name': 'Zhang L', 'authtype': 'Author'}, {'name': 'Wang Y', 'authtype': 'Author'}, {'name': 'Wang M', 'authtype': 'Author'}, {'name': 'Zhang Q', 'authtype': 'Author'}, {'name': 'Li GZ', 'authtype': 'Author'}]",Question Answering System Based on Knowledge Graph in Traditional Chinese Medicine Diagnosis and Treatment of Viral Hepatitis B,BioMed Research International,35198638,10.1155/2022/7139904,PMC8860556
149,2022 Feb 14,"[{'name': 'Tuck D', 'authtype': 'Author'}]",A cancer graph: a lung cancer property graph database in Neo4j,BMC Research Notes,35164854,10.1186/s13104-022-05912-9,PMC8842806
150,2022 Feb 10,"[{'name': 'Bona J', 'authtype': 'Author'}, {'name': 'Kemp AS', 'authtype': 'Author'}, {'name': 'Cox C', 'authtype': 'Author'}, {'name': 'Nolan TS', 'authtype': 'Author'}, {'name': 'Pillai L', 'authtype': 'Author'}, {'name': 'Das A', 'authtype': 'Author'}, {'name': 'Galvin JE', 'authtype': 'Author'}, {'name': 'Larson-Prior L', 'authtype': 'Author'}, {'name': 'Virmani T', 'authtype': 'Author'}, {'name': 'Prior F', 'authtype': 'Author'}]",Semantic Integration of Multi-Modal Data and Derived Neuroimaging Results Using the Platform for Imaging in Precision Medicine (PRISM) in the Arkansas Imaging Enterprise System (ARIES),Frontiers in Artificial Intelligence,35224477,10.3389/frai.2021.649970,PMC8866818
151,2022 Feb 10,"[{'name': 'Yang R', 'authtype': 'Author'}, {'name': 'Ye Q', 'authtype': 'Author'}, {'name': 'Cheng C', 'authtype': 'Author'}, {'name': 'Zhang S', 'authtype': 'Author'}, {'name': 'Lan Y', 'authtype': 'Author'}, {'name': 'Zou J', 'authtype': 'Author'}]",Decision-Making System for the Diagnosis of Syndrome Based on Traditional Chinese Medicine Knowledge Graph,Evidence-based Complementary and Alternative Medicine : eCAM,35186106,10.1155/2022/8693937,PMC8853781
152,2022 Feb 8,"[{'name': 'Mazurov E', 'authtype': 'Author'}, {'name': 'Sizykh A', 'authtype': 'Author'}, {'name': 'Medvedeva YA', 'authtype': 'Author'}]",HiMoRNA: A Comprehensive Database of Human lncRNAs Involved in Genome-Wide Epigenetic Regulation,Non-Coding RNA,35202091,10.3390/ncrna8010018,PMC8876941
153,2022 Feb 7,"[{'name': 'Chen T', 'authtype': 'Author'}, {'name': 'Zhang Y', 'authtype': 'Author'}, {'name': 'Qian X', 'authtype': 'Author'}, {'name': 'Li J', 'authtype': 'Author'}]",A knowledge graph-based method for epidemic contact tracing in public transportation,"Transportation Research. Part C, Emerging Technologies",35153392,10.1016/j.trc.2022.103587,PMC8818383
154,2022 Feb 2,"[{'name': 'Ren D', 'authtype': 'Author'}, {'name': 'Madina Z', 'authtype': 'Author'}]",Design of Fuzzy Aided Cognition System for International Economic and Trade Information under Supply Chain Management,Computational and Mathematical Methods in Medicine,35154359,10.1155/2022/6516175,PMC8828320
155,2022 Jan 31,"[{'name': 'Santos A', 'authtype': 'Author'}, {'name': 'Colaço AR', 'authtype': 'Author'}, {'name': 'Nielsen AB', 'authtype': 'Author'}, {'name': 'Niu L', 'authtype': 'Author'}, {'name': 'Strauss M', 'authtype': 'Author'}, {'name': 'Geyer PE', 'authtype': 'Author'}, {'name': 'Coscia F', 'authtype': 'Author'}, {'name': 'Albrechtsen NJ', 'authtype': 'Author'}, {'name': 'Mundt F', 'authtype': 'Author'}, {'name': 'Jensen LJ', 'authtype': 'Author'}, {'name': 'Mann M', 'authtype': 'Author'}]",A knowledge graph to interpret clinical proteomics data,Nature Biotechnology,35102292,10.1038/s41587-021-01145-6,PMC9110295
156,2022 Jan 30,"[{'name': 'Kilintzis V', 'authtype': 'Author'}, {'name': 'Beredimas N', 'authtype': 'Author'}, {'name': 'Kaimakamis E', 'authtype': 'Author'}, {'name': 'Stefanopoulos L', 'authtype': 'Author'}, {'name': 'Chatzis E', 'authtype': 'Author'}, {'name': 'Jahaj E', 'authtype': 'Author'}, {'name': 'Bitzani M', 'authtype': 'Author'}, {'name': 'Kotanidou A', 'authtype': 'Author'}, {'name': 'Katsaggelos AK', 'authtype': 'Author'}, {'name': 'Maglaveras N', 'authtype': 'Author'}]",CoCross: An ICT Platform Enabling Monitoring Recording and Fusion of Clinical Information Chest Sounds and Imaging of COVID-19 ICU Patients,Healthcare,35206889,10.3390/healthcare10020276,PMC8871733
157,2022 Jan 27,"[{'name': 'Chhetri TR', 'authtype': 'Author'}, {'name': 'Kurteva A', 'authtype': 'Author'}, {'name': 'Adigun JG', 'authtype': 'Author'}, {'name': 'Fensel A', 'authtype': 'Author'}]",Knowledge Graph Based Hard Drive Failure Prediction,"Sensors (Basel, Switzerland)",35161730,10.3390/s22030985,PMC8839111
158,2022 Jan 26,"[{'name': 'de Mello BH', 'authtype': 'Author'}, {'name': 'Rigo SJ', 'authtype': 'Author'}, {'name': 'da Costa CA', 'authtype': 'Author'}, {'name': 'da Rosa Righi R', 'authtype': 'Author'}, {'name': 'Donida B', 'authtype': 'Author'}, {'name': 'Bez MR', 'authtype': 'Author'}, {'name': 'Schunke LC', 'authtype': 'Author'}]",Semantic interoperability in health records standards: a systematic literature review,Health and Technology,35103230,10.1007/s12553-022-00639-w,PMC8791650
159,2022 Jan 14,"[{'name': 'Garcia-Giralt N', 'authtype': 'Author'}, {'name': 'Roca-Ayats N', 'authtype': 'Author'}, {'name': 'Abril JF', 'authtype': 'Author'}, {'name': 'Martinez-Gil N', 'authtype': 'Author'}, {'name': 'Ovejero D', 'authtype': 'Author'}, {'name': 'Castañeda S', 'authtype': 'Author'}, {'name': 'Nogues X', 'authtype': 'Author'}, {'name': 'Grinberg D', 'authtype': 'Author'}, {'name': 'Balcells S', 'authtype': 'Author'}, {'name': 'Rabionet R', 'authtype': 'Author'}]",Gene Network of Susceptibility to Atypical Femoral Fractures Related to Bisphosphonate Treatment,Genes,35052486,10.3390/genes13010146,PMC8774942
160,2022 Jan 14,"[{'name': 'Schindler D', 'authtype': 'Author'}, {'name': 'Bensmann F', 'authtype': 'Author'}, {'name': 'Dietze S', 'authtype': 'Author'}, {'name': 'Krüger F', 'authtype': 'Author'}]",The role of software in science: a knowledge graph-based analysis of software mentions in PubMed Central,PeerJ Computer Science,35111920,10.7717/peerj-cs.835,PMC8771769
161,2022 Jan 12,"[{'name': 'Yang JJ', 'authtype': 'Author'}, {'name': 'Gessner CR', 'authtype': 'Author'}, {'name': 'Duerksen JL', 'authtype': 'Author'}, {'name': 'Biber D', 'authtype': 'Author'}, {'name': 'Binder JL', 'authtype': 'Author'}, {'name': 'Ozturk M', 'authtype': 'Author'}, {'name': 'Foote B', 'authtype': 'Author'}, {'name': 'McEntire R', 'authtype': 'Author'}, {'name': 'Stirling K', 'authtype': 'Author'}, {'name': 'Ding Y', 'authtype': 'Author'}, {'name': 'Wild DJ', 'authtype': 'Author'}]",Knowledge graph analytics platform with LINCS and IDG for Parkinson's disease target illumination,BMC Bioinformatics,35021991,10.1186/s12859-021-04530-9,PMC8756622
162,2021 Dec 20,"[{'name': 'Jalali A', 'authtype': 'Author'}, {'name': 'Johannesson P', 'authtype': 'Author'}, {'name': 'Perjons E', 'authtype': 'Author'}, {'name': 'Askfors Y', 'authtype': 'Author'}, {'name': 'Rezaei Kalladj A', 'authtype': 'Author'}, {'name': 'Shemeikka T', 'authtype': 'Author'}, {'name': 'Vég A', 'authtype': 'Author'}]",dfgcompare: a library to support process variant analysis through Markov models,BMC Medical Informatics and Decision Making,34930223,10.1186/s12911-021-01715-3,PMC8686257
163,2021 Dec 18,"[{'name': 'Wandy J', 'authtype': 'Author'}, {'name': 'Daly R', 'authtype': 'Author'}]",GraphOmics: an interactive platform to explore and integrate multi-omics data,BMC Bioinformatics,34922446,10.1186/s12859-021-04500-1,PMC8684259
164,2021 Dec 16,"[{'name': 'Rangel-Pineros G', 'authtype': 'Author'}, {'name': 'Millard A', 'authtype': 'Author'}, {'name': 'Michniewski S', 'authtype': 'Author'}, {'name': 'Scanlan D', 'authtype': 'Author'}, {'name': 'Sirén K', 'authtype': 'Author'}, {'name': 'Reyes A', 'authtype': 'Author'}, {'name': 'Petersen B', 'authtype': 'Author'}, {'name': 'Clokie MR', 'authtype': 'Author'}, {'name': 'Sicheritz-Pontén T', 'authtype': 'Author'}]","From Trees to Clouds: PhageClouds for Fast Comparison of ∼640,000 Phage Genomic Sequences and Host-Centric Visualization Using Genomic Network Graphs",Phage,36147515,10.1089/phage.2021.0008,PMC9041511
165,2021 Dec 14,"[{'name': 'Al-Taie Z', 'authtype': 'Author'}, {'name': 'Hannink M', 'authtype': 'Author'}, {'name': 'Mitchem J', 'authtype': 'Author'}, {'name': 'Papageorgiou C', 'authtype': 'Author'}, {'name': 'Shyu CR', 'authtype': 'Author'}]",Drug Repositioning and Subgroup Discovery for Precision Medicine Implementation in Triple Negative Breast Cancer,Cancers,34944904,10.3390/cancers13246278,PMC8699385
166,2021 Dec 9,"[{'name': 'Röttjers L', 'authtype': 'Author'}, {'name': 'Faust K', 'authtype': 'Author'}]",Fast and flexible analysis of linked microbiome data with mako,Nature methods,34887550,10.1038/s41592-021-01335-9,PMC7612208
167,2021 Dec 6,"[{'name': 'Zhu Y', 'authtype': 'Author'}, {'name': 'Talha M', 'authtype': 'Author'}]",Research on the Path of Network Opinion Expression in AI Environment for College Students,Computational and Mathematical Methods in Medicine,34925540,10.1155/2021/4360792,PMC8674046
168,2021 Dec 1,"[{'name': 'Ross PB', 'authtype': 'Author'}, {'name': 'Song J', 'authtype': 'Author'}, {'name': 'Tsao PS', 'authtype': 'Author'}, {'name': 'Pan C', 'authtype': 'Author'}]",Trellis for efficient data and task management in the VA Million Veteran Program,Scientific Reports,34853358,10.1038/s41598-021-02569-5,PMC8636485
169,2021 Nov 30,"[{'name': 'Li B', 'authtype': 'Author'}, {'name': 'Peng X', 'authtype': 'Author'}, {'name': 'Xiang Q', 'authtype': 'Author'}, {'name': 'Wang H', 'authtype': 'Author'}, {'name': 'Xie T', 'authtype': 'Author'}, {'name': 'Sun J', 'authtype': 'Author'}, {'name': 'Liu X', 'authtype': 'Author'}]",Enjoy your observability: an industrial survey of microservice tracing and analysis,Empirical Software Engineering,34867075,10.1007/s10664-021-10063-9,PMC8629732
170,2021 Nov 29,"[{'name': 'Williams CJ', 'authtype': 'Author'}, {'name': 'Richardson DC', 'authtype': 'Author'}, {'name': 'Richardson JS', 'authtype': 'Author'}]",The importance of residue‐level filtering and the Top2018 best‐parts dataset of high‐quality protein residues,Protein Science : A Publication of the Protein Society,34779043,10.1002/pro.4239,PMC8740842
171,2021 Nov 27,"[{'name': 'Trautman A', 'authtype': 'Author'}, {'name': 'Linchangco R', 'authtype': 'Author'}, {'name': 'Walstead R', 'authtype': 'Author'}, {'name': 'Jay JJ', 'authtype': 'Author'}, {'name': 'Brouwer C', 'authtype': 'Author'}]",The Aliment to Bodily Condition knowledgebase (ABCkb): a database connecting plants and human health,BMC Research Notes,34838100,10.1186/s13104-021-05835-x,PMC8627056
172,2021 Nov 25,"[{'name': 'Sadegh S', 'authtype': 'Author'}, {'name': 'Skelton J', 'authtype': 'Author'}, {'name': 'Anastasi E', 'authtype': 'Author'}, {'name': 'Bernett J', 'authtype': 'Author'}, {'name': 'Blumenthal DB', 'authtype': 'Author'}, {'name': 'Galindez G', 'authtype': 'Author'}, {'name': 'Salgado-Albarrán M', 'authtype': 'Author'}, {'name': 'Lazareva O', 'authtype': 'Author'}, {'name': 'Flanagan K', 'authtype': 'Author'}, {'name': 'Cockell S', 'authtype': 'Author'}, {'name': 'Nogales C', 'authtype': 'Author'}, {'name': 'Casas AI', 'authtype': 'Author'}, {'name': 'Schmidt HH', 'authtype': 'Author'}, {'name': 'Baumbach J', 'authtype': 'Author'}, {'name': 'Wipat A', 'authtype': 'Author'}, {'name': 'Kacprowski T', 'authtype': 'Author'}]",Network medicine for disease module identification and drug repurposing with the NeDRex platform,Nature Communications,34824199,10.1038/s41467-021-27138-2,PMC8617287
