,Date,Author,Title,Publication Title,PMID,DOI,PMCID,Link Attachments
260,2022 Sep 7,"Sawesi S, Rashrash M, Dammann O",The Representation of Causality and Causation with Ontologies: A Systematic Literature Review,Online Journal of Public Health Informatics,36120162,10.5210/ojphi.v14i1.12577,PMC9473331,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9473331
261,2022 Sep 5,"Pavel A, Saarimäki LA, Möbus L, Federico A, Serra A, Greco D",The potential of a data centred approach & knowledge graph data representation in chemical safety and drug design,Computational and Structural Biotechnology Journal,36147662,10.1016/j.csbj.2022.08.061,PMC9464643,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9464643
262,2022 Sep 5,"Wu J, Wei Z, Jia D, Dou X, Tang H, Li N",Constructing marine expert management knowledge graph based on Trellisnet-CRF,PeerJ Computer Science,36091997,10.7717/peerj-cs.1083,PMC9455288,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9455288
263,2022 Aug 31,"Crowther M, Wipat A, Goñi-Moreno Á",A Network Approach to Genetic Circuit Designs,ACS Synthetic Biology,36044984,10.1021/acssynbio.2c00255,PMC9486963,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9486963
264,2022 Aug 30,"Gütebier L, Bleimehl T, Henkel R, Munro J, Müller S, Morgner A, Laenge J, Pachauer A, Erdl A, Weimar J, Walther Langendorf K, Vialard V, Liebig T, Preusse M, Waltemath D, Jarasch A",CovidGraph: a graph to fight COVID-19,Bioinformatics,36040169,10.1093/bioinformatics/btac592,PMC9563682,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9563682
265,2022 Aug 29,"Wang Z, Gao Y, Li W",A Comprehensive Quantitative and Biological Neural Network Optimization Model of Sports Industry Structure Based on Knowledge Mapping,Computational Intelligence and Neuroscience,36072713,10.1155/2022/1158509,PMC9444356,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9444356
266,2022 Aug 26,"Diao J, Zhou Z, Xue X, Zhao D, Chen S",Bioinformatic workflow fragment discovery leveraging the social-aware knowledge graph,Frontiers in Genetics,36092917,10.3389/fgene.2022.941996,PMC9459048,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9459048
267,2022 Aug 24,"Surles-Zeigler MC, Sincomb T, Gillespie TH, de Bono B, Bresnahan J, Mawe GM, Grethe JS, Tappan S, Heal M, Martone ME",Extending and using anatomical vocabularies in the stimulating peripheral activity to relieve conditions project,Frontiers in Neuroinformatics,36090663,10.3389/fninf.2022.819198,PMC9449460,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9449460
268,2022 Aug 19,"Wieder P, Nolte H",Toward data lakes as central building blocks for data management and analysis,Frontiers in Big Data,36072823,10.3389/fdata.2022.945720,PMC9442782,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9442782
269,2022 Aug 9,"Verma S, Bhatia R, Harit S, Batish S",Scholarly knowledge graphs through structuring scholarly communication: a review,Complex & Intelligent Systems,35965491,10.1007/s40747-022-00806-6,PMC9361271,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9361271
270,2022 Aug 8,Wang M,The need for social network analysis for the investigation of affective variables in second language acquisition,Frontiers in Psychology,36003100,10.3389/fpsyg.2022.983698,PMC9393606,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9393606
271,2022 Aug 5,"Kaur M, Costello J, Willis E, Kelm K, Reformat MZ, Bolduc FV",Deciphering the Diversity of Mental Models in Neurodevelopmental Disorders: Knowledge Graph Representation of Public Data Using Natural Language Processing,Journal of Medical Internet Research,35930346,10.2196/39888,PMC9391978,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9391978
272,2022 Aug 4,"Michalak EE, Barnes SJ, Morton E, O'Brien HL, Murray G, Hole R, Meyer D",Supporting Self-management and Quality of Life in Bipolar Disorder With the PolarUs App (Alpha): Protocol for a Mixed Methods Study,JMIR Research Protocols,35925666,10.2196/36213,PMC9389375,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9389375
273,2022 Jul 25,"Freeman TC, Horsewell S, Patir A, Harling-Lee J, Regan T, Shih BB, Prendergast J, Hume DA, Angus T",Graphia: A platform for the graph-based visualisation and analysis of high dimensional data,PLoS Computational Biology,35877685,10.1371/journal.pcbi.1010310,PMC9352203,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9352203
274,2022 Jul 19,"Zhu G, Hao M, Zheng C, Wang L",Design of Knowledge Graph Retrieval System for Legal and Regulatory Framework of Multilevel Latent Semantic Indexing,Computational Intelligence and Neuroscience,35909848,10.1155/2022/6781043,PMC9325598,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9325598
275,2022 Jul 19,"Chen L, Liu D, Yang J, Jiang M, Liu S, Wang Y",Construction and application of COVID-19 infectors activity information knowledge graph,Computers in Biology and Medicine,35872411,10.1016/j.compbiomed.2022.105908,PMC9293382,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293382
276,2022 Jul 13,"Vlietstra WJ, Vos R, van Mulligen EM, Jenster GW, Kors JA",Identifying genes targeted by disease-associated non-coding SNPs with a protein knowledge graph,PLoS ONE,35830458,10.1371/journal.pone.0271395,PMC9278741,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9278741
277,2022 Jul 8,Song Y,Construction of a Knowledge Map of Speech Emotion Features Based on Impulse-Coupled Neural Networks,Computational Intelligence and Neuroscience,35845880,10.1155/2022/8766145,PMC9286990,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9286990
278,2022 Jul 8,"Pestryakova S, Vollmers D, Sherif MA, Heindorf S, Saleem M, Moussallem D, Ngomo AC",CovidPubGraph: A FAIR Knowledge Graph of COVID-19 Publications,Scientific Data,35803947,10.1038/s41597-022-01298-2,PMC9263802,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9263802
279,2022 Jul 7,"Milano M, Agapito G, Cannataro M",Challenges and Limitations of Biological Network Analysis,BioTech,35892929,10.3390/biotech11030024,PMC9326688,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9326688
280,2022 Jul 6,"Ruchawapol C, Fu WW, Xu HX",A review on computational approaches that support the researches on traditional Chinese medicines (TCM) against COVID-19,Phytomedicine,35841663,10.1016/j.phymed.2022.154324,PMC9259013,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9259013
281,2022 Jun 24,"Abid A, Lee J, Le Gall F, Song J",Toward Mapping an NGSI-LD Context Model on RDF Graph Approaches: A Comparison Study,"Sensors (Basel, Switzerland)",35808295,10.3390/s22134798,PMC9269225,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9269225
282,2022 Jun 20,"Zhang H, Chao B, Huang Z, Li T",Construction and Research on Chinese Semantic Mapping Based on Linguistic Features and Sparse Self-Learning Neural Networks,Computational Intelligence and Neuroscience,35769283,10.1155/2022/2315802,PMC9236845,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9236845
283,2022 Jun 18,"Horst R, Gerstmeier S, Naraghi-Taghi-Off R, Wagner J, Rau L, Dörner R",Virtual reality content creation based on self-contained components in the e-learning domain: Re-using pattern-based vr content in different authoring toolkits,Multimedia Tools and Applications,35755621,10.1007/s11042-022-13362-5,PMC9206100,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9206100
284,2022 Jun 15,"Smith P, Hayes SC",An Open-Source Relational Network Derivation Script in R for Modeling and Visualizing Complex Behavior for Scientists and Practitioners,Frontiers in Psychology,35783756,10.3389/fpsyg.2022.914485,PMC9240703,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9240703
285,2022 Jun 15,"Kim HJ, Shin SY, Jeong SH",Nature and Extent of Physical Comorbidities Among Korean Patients With Mental Illnesses: Pairwise and Network Analysis Based on Health Insurance Claims Data,Psychiatry Investigation,35753688,10.30773/pi.2022.0068,PMC9233950,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9233950
286,2022 Jun 14,Geng L,The Recommendation System of Innovation and Entrepreneurship Education Resources in Universities Based on Improved Collaborative Filtering Model,Computational Intelligence and Neuroscience,35747724,10.1155/2022/7228833,PMC9213131,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9213131
287,2022 Jun 10,"Sreejith R, Senthil S",Dynamic Data Infrastructure Security for Interoperable e-Healthcare Systems: A Semantic Feature-Driven NoSQL Intrusion Attack Detection Model,BioMed Research International,35722459,10.1155/2022/4080199,PMC9205707,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9205707
288,2022 Jun 6,"Unni DR, Moxon SA, Bada M, Brush M, Bruskiewich R, Caufield JH, Clemons PA, Dancik V, Dumontier M, Fecho K, Glusman G, Hadlock JJ, Harris NL, Joshi A, Putman T, Qin G, Ramsey SA, Shefchek KA, Solbrig H, Soman K, Thessen AE, Haendel MA, Bizon C, Mungall CJ, The Biomedical Data Translator Consortium, Acevedo L, Ahalt SC, Alden J, Alkanaq A, Amin N, Avila R, Balhoff J, Baranzini SE, Baumgartner A, Baumgartner W, Belhu B, Brandes M, Brandon N, Burtt N, Byrd W, Callaghan J, Cano MA, Carrell S, Celebi R, Champion J, Chen Z, Chen M, Chung L, Cohen K, Conlin T, Corkill D, Costanzo M, Cox S, Crouse A, Crowder C, Crumbley ME, Dai C, Dančík V, De Miranda Azevedo R, Deutsch E, Dougherty J, Duby MP, Duvvuri V, Edwards S, Emonet V, Fehrmann N, Flannick J, Foksinska AM, Gardner V, Gatica E, Glen A, Goel P, Gormley J, Greyber A, Haaland P, Hanspers K, He K, He K, Henrickson J, Hinderer EW, Hoatlin M, Hoffman A, Huang S, Huang C, Hubal R, Huellas‐Bruskiewicz K, Huls FB, Hunter L, Hyde G, Issabekova T, Jarrell M, Jenkins L, Johs A, Kang J, Kanwar R, Kebede Y, Kim KJ, Kluge A, Knowles M, Koesterer R, Korn D, Koslicki D, Krishnamurthy A, Kvarfordt L, Lee J, Leigh M, Lin J, Liu Z, Liu S, Ma C, Magis A, Mamidi T, Mandal M, Mantilla M, Massung J, Mauldin D, McClelland J, McMurry J, Mease P, Mendoza L, Mersmann M, Mesbah A, Might M, Morton K, Muller S, Muluka AT, Osborne J, Owen P, Patton M, Peden DB, Peene RC, Persaud B, Pfaff E, Pico A, Pollard E, Price G, Raj S, Reilly J, Riutta A, Roach J, Roper RT, Rosenblatt G, Rubin I, Rucka S, Rudavsky‐Brody N, Sakaguchi R, Santos E, Schaper K, Schmitt CP, Schurman S, Scott E, Seitanakis S, Sharma P, Shmulevich I, Shrestha M, Shrivastava S, Sinha M, Smith B, Southall N, Southern N, Stillwell L, Strasser M"", Su AI, Ta C, Thessen AE, Tinglin J, Tonstad L, Tran‐Nguyen T, Tropsha A, Vaidya G, Veenhuis L, Viola A, von Grotthuss M, Wang M, Wang P, Watkins PB, Weber R, Wei Q, Weng C, Whitlock J, Williams MD, Williams A, Womack F, Wood E, Wu C, Xin JK, Xu H, Xu C, Yakaboski C, Yao Y, Yi H, Yilmaz A, Zheng M, Zhou X, Zhou E, Zhu Q, Zisk T","Biolink Model: A universal schema for knowledge graphs in clinical, biomedical, and translational science",Clinical and Translational Science,36125173,10.1111/cts.13302,PMC9372416,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9372416
289,2022 Jun 2,"Feng B, Gao J","AnthraxKP: a knowledge graph-based, Anthrax Knowledge Portal mined from biomedical literature",Database: The Journal of Biological Databases and Curation,35653350,10.1093/database/baac037,PMC9216567,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9216567
290,2022 Jun 2,"Filetti V, La Ferlita A, Di Maria A, Cardile V, Graziano AC, Rapisarda V, Ledda C, Pulvirenti A, Loreto C",Dysregulation of microRNAs and tRNA-derived ncRNAs in mesothelial and mesothelioma cell lines after asbestiform fiber exposure,Scientific Reports,35654808,10.1038/s41598-022-13044-0,PMC9163335,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9163335
291,2022 Jun 1,"Fei X, Chen P, Wei L, Huang Y, Xin Y, Li J",Quality Management of Pulmonary Nodule Radiology Reports Based on Natural Language Processing,Bioengineering,35735487,10.3390/bioengineering9060244,PMC9220149,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220149
292,2022 May 14,"Xie K, Zheng C, Wang GM, Diao YF, Luo C, Wang E, Hu LW, Ren ZJ, Luo J, Ren BH, Shen Y",Association between delta anion gap and hospital mortality for patients in cardiothoracic surgery recovery unit: a retrospective cohort study,BMC Surgery,35568886,10.1186/s12893-022-01625-9,PMC9107697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9107697
293,2022 May 13,Liao D,Construction of Knowledge Graph English Online Homework Evaluation System Based on Multimodal Neural Network Feature Extraction,Computational Intelligence and Neuroscience,35602643,10.1155/2022/7941414,PMC9122670,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9122670
294,2022 May 13,"Wang H, Du H, Qi G, Chen H, Hu W, Chen Z",Construction of a Linked Data Set of COVID-19 Knowledge Graphs: Development and Applications,JMIR Medical Informatics,35476822,10.2196/37215,PMC9109781,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9109781
295,2022 May 10,"Li PH, Chen TF, Yu JY, Shih SH, Su CH, Lin YH, Tsai HK, Juan HF, Chen CY, Huang JH",pubmedKB: an interactive web server for exploring biomedical entity relations in the biomedical literature,Nucleic Acids Research,35536289,10.1093/nar/gkac310,PMC9252824,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9252824
296,2022 May 6,"Jagdish M, Shah DU, Agarwal V, Loganathan GB, Alqahtani A, Rahin SA",Identification of End-User Economical Relationship Graph Using Lightweight Blockchain-Based BERT Model,Computational Intelligence and Neuroscience,35571695,10.1155/2022/6546913,PMC9106479,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9106479
297,2022 May 5,Lin S,Implementation of Personalized Scenic Spot Recommendation Algorithm Based on Generalized Regression Neural Network for 5G Smart Tourism System,Computational Intelligence and Neuroscience,35571704,10.1155/2022/3704494,PMC9098284,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098284
298,2022 Apr 27,"Zhu X, Gu Y, Xiao Z",HerbKG: Constructing a Herbal-Molecular Medicine Knowledge Graph Using a Two-Stage Framework Based on Deep Transfer Learning,Frontiers in Genetics,35571049,10.3389/fgene.2022.799349,PMC9091197,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9091197
299,2022 Apr 25,"de Bono B, Gillespie T, Surles-Zeigler MC, Kokash N, Grethe JS, Martone M",Representing Normal and Abnormal Physiology as Routes of Flow in ApiNATOMY,Frontiers in Physiology,35547570,10.3389/fphys.2022.795303,PMC9083405,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9083405
300,2022 Apr 25,"Queralt-Rosinach N, Kaliyaperumal R, Bernabé CH, Long Q, Joosten SA, van der Wijk HJ, Flikkenschild EL, Burger K, Jacobsen A, Mons B, Roos M, BEAT-COVID Group, COVID-19 LUMC Group",Applying the FAIR principles to data in a hospital: challenges and opportunities in a pandemic,Journal of Biomedical Semantics,35468846,10.1186/s13326-022-00263-7,PMC9036506,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9036506
301,2022 Apr 19,"Taha K, Yoo P, Eddinari FZ",Detecting implicit cross-communities to which an active user belongs,PLoS ONE,35439250,10.1371/journal.pone.0264771,PMC9017956,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9017956
302,2022 Apr 18,"Dekker J, van Dongen JJ, Reinders MJ, Khatri I",pmTR database: population matched (pm) germline allelic variants of T-cell receptor (TR) loci,Genes and Immunity,35436998,10.1038/s41435-022-00171-x,PMC9042698,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9042698
303,2022 Apr 15,"Zhang L, Yang X, Li S, Liao T, Pan G",Answering medical questions in Chinese using automatically mined knowledge and deep neural networks: an end-to-end solution,BMC Bioinformatics,35428175,10.1186/s12859-022-04658-2,PMC9013171,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9013171
304,2022 Apr 15,"Grosjean H, Işık M, Aimon A, Mobley D, Chodera J, von Delft F, Biggin PC",SAMPL7 protein-ligand challenge: A community-wide evaluation of computational methods against fragment screening and pose-prediction,Journal of Computer-Aided Molecular Design,35426591,10.1007/s10822-022-00452-7,PMC9010448,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9010448
305,2022 Apr 13,"Schmidtke J, Philipp P, Rommel K, Glaubitz R, Epplen JT, Krawczak M",PanelDesign: Integrating Epidemiological Information into the Design of Diagnostic NGS Gene Panels,Genes,35456490,10.3390/genes13040684,PMC9030971,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9030971
306,2022 Apr 7,,Abstracts from the 54th European Society of Human Genetics (ESHG) Conference: e-Posters,European Journal of Human Genetics,35393538,10.1038/s41431-021-01026-1,PMC9063679,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9063679
307,2022 Mar 29,"Gage JL, Mali S, McLoughlin F, Khaipho-Burch M, Monier B, Bailey-Serres J, Vierstra RD, Buckler ES",Variation in upstream open reading frames contributes to allelic diversity in maize protein abundance,Proceedings of the National Academy of Sciences of the United States of America,35349347,10.1073/pnas.2112516119,PMC9169109,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9169109
308,2022 Mar 25,"Compagnoni C, Zelli V, Bianchi A, Di Marco A, Capelli R, Vecchiotti D, Brandolini L, Cimini AM, Zazzeroni F, Allegretti M, Alesse E, Tessitore A",MicroRNAs Expression in Response to rhNGF in Epithelial Corneal Cells: Focus on Neurotrophin Signaling Pathway,International Journal of Molecular Sciences,35408969,10.3390/ijms23073597,PMC8998691,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8998691
309,2022 Mar 23,"Arya A, Ray J, Sharma S, Cruz Simbron R, Lozano A, Smith HB, Andersen JL, Chen H, Meringer M, Cleaves HJ II",An open source computational workflow for the discovery of autocatalytic networks in abiotic reactions,Chemical Science,35655880,10.1039/d2sc00256f,PMC9067619,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9067619
310,2022 Mar 17,"Murad SS, Yussof S, Badeel R","Wireless Technologies for Social Distancing in the Time of COVID-19: Literature Review, Open Issues, and Limitations","Sensors (Basel, Switzerland)",35336484,10.3390/s22062313,PMC8953680,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953680
311,2022 Mar 17,"Gunjan VK, Vijayalata Y, Valli S, Kumar S, Mohamed MO, Saravanan V",Machine Learning and Cloud-Based Knowledge Graphs to Recognize Suicidal Mental Tendencies,Computational Intelligence and Neuroscience,35341205,10.1155/2022/3604113,PMC8947904,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8947904
312,2022 Mar 16,"Shi W, Fan G, Shen Z, Hu C, Ma J, Zhou Y, Meng Z, Hu S, Bi Y, Wang L, Yu H, Lin S, Sun X, Zhang X, Liu D, Sun Q, Wu L",gcCov: Linked open data for global coronavirus studies,mLife,37731725,10.1002/mlf2.12008,PMC9088579,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9088579
313,2022 Mar 10,"Gillespie TH, Tripathy SJ, Sy MF, Martone ME, Hill SL",The Neuron Phenotype Ontology: A FAIR Approach to Proposing and Classifying Neuronal Types,Neuroinformatics,35267146,10.1007/s12021-022-09566-7,PMC9547803,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9547803
