PMID,PMCID,DOI,Link Attachments,Title,1st B-Shortlist,2nd B-Shortlist,final decision,Category - 1st reviewer,Category - 2nd reviewer,Resource name,Availability,Updates,Used DB,Content,Reason for including/ excluding,Keywords,Reviewer keyword annotations,MeSH terms,Date,Author,Publication Title
26958175,PMC4765596,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4765596; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4765596/,LORD: a phenotype-genotype semantically integrated biomedical data tool to support rare disease diagnosis coding in health information systems; LORD: a phenotype-genotype semantically integrated biomedical data tool to support rare disease diagnosis coding in health information systems.,Y?,N,N,SOFTWARE; INTEGRATED,SOFTWARE; INTEGRATED,LORD,enlord.bndmr.fr page is not accessible; http://enlord.bndmr.fr (not working),,Open Linked Data,LORD: data tool to support rare disease diagnosis coding in health information systems; Linking Open data for Rare Diseases (LORD) web portal to lighten the burden of rare diseases codification of cases based on controlled vocabularies,excluded: out of scope,,rare diseases; Computational biomedicine; Health; data integration,"Health Information Systems; Rare Diseases [diagnosis]; Semantics; Phenotype; Medical Record Linkage [methods]; Data Mining; Clinical Coding [methods]; Humans; Genotype; Databases, Factual",2015-11-05; 2015 Nov 5,"Fonjallaz, Yannick; Landais, Paul; Dhombres, Ferdinand; de Carrara, Albane; Choquet R, Maaroufi M, Fonjallaz Y, de Carrara A, Vandenbussche PY, Dhombres F, Landais P; Choquet, Remy; Vandenbussche, Pierre-Yves; Maaroufi, Meriem",AMIA Annual Symposium Proceedings
26385966,PMC4611642,10.1073/pnas.1423041112,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4611642; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4611642/,Synthesis of phylogeny and taxonomy into a comprehensive tree of life; Synthesis of phylogeny and taxonomy into a comprehensive tree of life.,Y,Y,Y,SOFTWARE; INTEGRATED,INTEGRATED,Open Tree of Life,https://tree.opentreeoflife.org,,Neo4j,Synthesis of phylogeny and taxonomy into a comprehensive tree of life,"included: Neo4j is used to store a ""graph of life"" built from integrating all considered phylogenies and taxonomies from which phylogenetic trees can be extracted by solving conflicts using graph and ranling algorithms.",tree of life; phylogeny; biodiversity; taxonomy; synthesis,Phylogeny,Classification [methods]; Phylogeny; Animals; Humans,2015-10-13; 2015 Sep 18,"Williams, Tiffani; Midford, Peter E.; McTavish, Emily Jane; Hinchliff, Cody E.; Chaudhary, Ruchi; Katz, Laura A.; Ree, Richard H.; Owen, Christopher L.; Rees, Jonathan A.; Soltis, Douglas E.; Gazis, Romina; Hibbett, David S.; Crandall, Keith A.; Gude, Karl; Hinchliff CE, Smith SA, Allman JF, Burleigh JG, Chaudhary R, Coghill LM, Crandall KA, Deng J, Drew BT, Gazis R, Gude K, Hibbett DS, Katz LA, Laughinghouse HD IV, McTavish EJ, Midford PE, Owen CL, Ree RH, Rees JA, Soltis DE, Williams T, Cranston KA; Allman, James F.; Burleigh, J. Gordon; Deng, Jiabin; Drew, Bryan T.; Laughinghouse, H. Dail; Coghill, Lyndon M.; Cranston, Karen A.; Smith, Stephen A.",Proceedings of the National Academy of Sciences of the United States of America
26269093,PMC5473253,10.1002/humu.22857,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5473253; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5473253/,Use of model organism and disease databases to support matchmaking for human disease gene discovery.; Use of Model Organism and Disease Databases to Support Matchmaking for Human Disease Gene Discovery,Y?,Y,Y,SOFTWARE; INTEGRATED,INTEGRATED,Matchmaker Exchange API,https://mme.monarchinitiative.org:9000,,Neo4j,A tool for for Human disease gene discovery,inlcuded: a tool for human disease gene discovery backed by an integrated GDB,informatics; ontology; rare disease; model systems; Matchmaker Exchange; phenotype,rare diseases; Health; data integration,"Information Dissemination; Genetic Variation; Databases, Genetic; Phenotype; Disease [genetics]; User-Computer Interface; Disease Models, Animal; Genetic Predisposition to Disease [genetics]; Humans; Animals",2015-10; 2015 Sep 8,"Groza, Tudor; Smedley, Damian; Mungall CJ, Washington NL, Nguyen-Xuan J, Condit C, Smedley D, Köhler S, Groza T, Shefchek K, Hochheiser H, Robinson PN, Lewis SE, Haendel MA; Haendel, Melissa A.; Shefchek, Kent; Washington, Nicole L.; Condit, Christopher; Lewis, Suzanna E.; Robinson, Peter N.; Mungall, Christopher J.; Köhler, Sebastian; Hochheiser, Harry; Nguyen-Xuan, Jeremy",Human mutation
25863278,PMC4652617,10.1093/bib/bbv011,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4652617; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4652617/,The role of ontologies in biological and biomedical research: a functional perspective.; The role of ontologies in biological and biomedical research: a functional perspective,N,N,N,REVIEW,REVIEW,,,,,review on the use of ontologies in biology and biomedical research,excluded: not focused on GDB,data mining; ontology; data integration; Semantic Web,Ontology; biomedical research; data integration,Machine Learning; Data Mining; Internet; Biomedical Research,2015-11; 2015 Apr 10,"Gkoutos, Georgios V.; Schofield, Paul N.; Hoehndorf R, Schofield PN, Gkoutos GV; Hoehndorf, Robert",Briefings in Bioinformatics
24860525,PMC4026710,10.3389/fpsyg.2014.00385,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4026710/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4026710,Using a high-dimensional graph of semantic space to model relationships among words; Using a high-dimensional graph of semantic space to model relationships among words.,N,N,N,METHOD,METHOD,,,,,Modeling relationships among words using a GDB,excluded: out of scope,distribution model; co-occurrence; graph; similarity; computational model of language,Linguistics,,2014-05-12; 2014 May 12,"Bolger, Donald J.; Jackson AF, Bolger DJ; Jackson, Alice F.",Frontiers in Psychology
25937954,PMC4393075,10.1155/2014/901419,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393075; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393075/,Hierarchical ensemble methods for protein function prediction.; Hierarchical Ensemble Methods for Protein Function Prediction,N,N,N,REVIEW,REVIEW,,,,,Hierarchical Ensemble Methods for Protein Function Prediction,excluded: no GDB use,,Protein function prediction,,2014-05-04; 2014 May 4,"Valentini, Giorgio; Valentini G",ISRN Bioinformatics
24843788,PMC4006453,10.1186/2047-217X-3-5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4006453; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4006453/,Think globally and solve locally: secondary memory-based network learning for automated multi-species function prediction.; Think globally and solve locally: secondary memory-based network learning for automated multi-species function prediction,Y?,Y,Y,METHOD,METHOD,,,,Neo4j,A method for automated multi-species function prediction based on network learning,inlcuded: a method for multi-species function prediction backed by a GDB,Biomolecular networks; Network-based learning; Big data analysis,Protein function prediction,,2014 Apr 23; 2014-04-23,"Mesiti, Marco; Re, Matteo; Valentini, Giorgio; Mesiti M, Re M, Valentini G",GigaScience
24772189,PMC3989774,10.1155/2014/957231,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3989774; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3989774/,BioTCM-SE: a semantic search engine for the information retrieval of modern biology and traditional Chinese medicine.; BioTCM-SE: A Semantic Search Engine for the Information Retrieval of Modern Biology and Traditional Chinese Medicine,Y?,Y,Y,SOFTWARE; ONTOLOGY,ONTOLOGY,BioTCM-SE,http://www.biotcm.org/biotcm-se/indexpage/index.html,,Virtuoso (RDF),"An instantiated ontology for the integration of modern biology and traditional Chinese medicine concepts and data, and a query platform for this ontology",inlcuded: an integrated resource for chinese medicine backed by an ontology,,traditional Chinses medicine; ontology; Health,"Medicine, Chinese Traditional [methods]; Semantics; Search Engine; Terminology as Topic; Computer Simulation; Internet; Software; Humans; Algorithms; Information Storage and Retrieval; Databases, Bibliographic",2014 Mar 12,"Bi, Xuan; Chen, Xi; Wu, Zhaohui; Chen X, Chen H, Bi X, Gu P, Chen J, Wu Z; Gu, Peiqin; Chen, Huajun; Chen, Jiaoyan",Computational and Mathematical Methods in Medicine
24593054,PMC3973995,10.1186/1471-2105-15-64,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3973995; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3973995/,Knowledge-based extraction of adverse drug events from biomedical text; Knowledge-based extraction of adverse drug events from biomedical text.,Y?,Y,Y,METHOD,METHOD,,,,Neo4j,Tool for Knowledge-based extraction of adverse drug events from biomedical text,included: Neo4j is used to store the knowledge graph (tier 2 of the UMLS 2012).,,adverse drug effects; Health,Drug-Related Side Effects and Adverse Reactions; Knowledge Bases; Unified Medical Language System; Data Mining [methods]; Humans; Artificial Intelligence,2014 Mar 4; 2014-03-04,"Kang, Ning; Kors, Jan A; van Mulligen, Erik M; Singh, Bharat; Afzal, Zubair; Bui, Chinh; Kang N, Singh B, Bui C, Afzal Z, van Mulligen EM, Kors JA",BMC Bioinformatics
24589583,PMC4005636,10.1093/nar/gku169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4005636/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4005636,MyTaxa: an advanced taxonomic classifier for genomic and metagenomic sequences; MyTaxa: an advanced taxonomic classifier for genomic and metagenomic sequences.,Y?,Y,Y,SOFTWARE,SOFTWARE,MyTaxa,http://enve-omics.ce.gatech.edu/MyTaxa/,,Neo4j,MyTaxa: an advanced taxonomic classifier for genomic and metagenomic sequences,"included: Neo4j is used to store an intermediary result of the algorithm under the form of a graph, from which a hierarchical graph based algorithm is run.",,Metagenomics; classification of sequences,Classification [methods]; Metagenomics [methods]; Phylogeny; Genes; Microbiota; Software; Humans; Algorithms; Genomics [methods],2014 Mar 3; 2014-04,"Konstantinidis, Konstantinos T.; Luo C, Rodriguez-R LM, Konstantinidis KT; Rodriguez-R, Luis M.; Luo, Chengwei",Nucleic Acids Research
24340000,PMC3855388,10.1371/journal.pone.0082160,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3855388; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3855388/,CyTargetLinker: A Cytoscape App to Integrate Regulatory Interactions in Network Analysis; CyTargetLinker: a cytoscape app to integrate regulatory interactions in network analysis.,N,N,N,SOFTWARE,SOFTWARE,,,,,CyTargetLinker: A Cytoscape App to Integrate Regulatory Interactions in Network Analysis,excluded: no GDB use,,Regulatory networks,"Diabetes Mellitus [genetics]; Mice; Databases, Genetic; Neural Networks, Computer; Gene Expression Regulation; Epistasis, Genetic; Internet; Humans; Transcription, Genetic; Animals",2013-12-05; 2013 Dec 5,"Kutmon, Martina; Evelo, Chris T. A.; Kelder, Thomas; Coort, Susan L.; Kutmon M, Kelder T, Mandaviya P, Evelo CT, Coort SL; Mandaviya, Pooja",PLoS ONE
24271398,PMC3965056,10.1093/nar/gkt1192,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3965056/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3965056,NeXO Web: the NeXO ontology database and visualization platform.; NeXO Web: the NeXO ontology database and visualization platform,Y?,Y,Y,SOFTWARE; ONTOLOGY,ONTOLOGY,NeXO,http://www.nexontology.org/,,Neo4j,A gene ontology built computationally from gene networks backed by a database and visualization platform,inlcuded: a GDB and visualization platform backed by an ontology,,genes; Ontology,"Gene Regulatory Networks; Gene Ontology; Databases, Genetic; Protein Interaction Mapping; Epistasis, Genetic; Internet; Computer Graphics",2013 Nov 23; 2014-01-01,"Ideker, Trey; Demchak, Barry; Kramer, Michael; Yu, Michael; Dutkowski, Janusz; Pratt, Dexter; Ono, Keiichiro; Dutkowski J, Ono K, Kramer M, Yu M, Pratt D, Demchak B, Ideker T",Nucleic Acids Research
24086118,PMC3784503,10.1371/journal.pcbi.1003223,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3784503; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3784503/,Analyzing and Synthesizing Phylogenies Using Tree Alignment Graphs; Analyzing and synthesizing phylogenies using tree alignment graphs.,Y?,Y?,Y,SOFTWARE,SOFTWARE,Treemachine,https://github.com/OpenTreeOfLife/treemachine,,Neo4j,Analyzing and Synthesizing Phylogenies Using Tree Alignment Graphs,"included: Neo4j is used to store the input data on phylogenies (to alig)n and for the alignment itself (queries, updates, ...).",,Phylogeny; alignment of phylogenies,"Phylogeny; Sequence Homology, Nucleic Acid",2013 Sep 26; 2013-09-26,"Hinchliff, Cody E.; Smith SA, Brown JW, Hinchliff CE; Brown, Joseph W.; Smith, Stephen A.",PLoS Computational Biology
19796406,PMC2755830,10.1186/1471-2105-10-S10-S9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2755830/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2755830,Structuring and extracting knowledge for the support of hypothesis generation in molecular biology; Structuring and extracting knowledge for the support of hypothesis generation in molecular biology.,Y?,Y,N,METHOD; ONTOLOGY,ONTOLOGY,NoName,NotAvailable,,AllegroGraph; Virtuoso,"Proto-ontologies in OWL for capturing different aspects of a text mining experiment: the biological hypothesis, text and documents, text mining, and workflow provenance",excluded: resource not available,,Knowledge management; Ontology; Hypothesis generation; Molecular biology,"Information Storage and Retrieval [methods]; Molecular Biology; PubMed; Internet; Software; Computational Biology [methods]; Vocabulary, Controlled; Databases, Factual",2009-10-01; 2009 Oct 1,"Schuemie, Martijn; Roos, Marco; Marshall, M Scott; Krommydas, Konstantinos; van Hage, Willem Robert; Adriaans, Pieter W; Roos M, Marshall MS, Gibson AP, Schuemie M, Meij E, Katrenko S, van Hage WR, Krommydas K, Adriaans PW; Gibson, Andrew P; Katrenko, Sophia; Meij, Edgar",BMC Bioinformatics
19480664,PMC2718524,10.1186/gb-2009-10-5-r58,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2718524; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2718524/,The Cell Cycle Ontology: an application ontology for the representation and integrated analysis of the cell cycle process; The Cell Cycle Ontology: an application ontology for the representation and integrated analysis of the cell cycle process.,N,N,N,ONTOLOGY,ONTOLOGY,CCO,http://www.CellCycleOntology.org,,Virtuoso,The Cell Cycle Ontology: an application ontology for the representation and integrated analysis of the cell cycle process,excluded: no GDB use,,Ontology; Cellular and molecular biology,"Automation; Arabidopsis [cytology]; Databases, Genetic; Schizosaccharomyces [cytology]; Cell Cycle; Software; Humans; Information Storage and Retrieval; Saccharomyces cerevisiae [cytology]",2009 May 29; 2009,"Kuiper, Martin; Mironov, Vladimir; Stevens, Robert; Antezana E, Egaña M, Blondé W, Illarramendi A, Bilbao I, De Baets B, Stevens R, Mironov V, Kuiper M; Blondé, Ward; Egaña, Mikel; Bilbao, Iñaki; Antezana, Erick; De Baets, Bernard; Illarramendi, Aitzol",Genome Biology
18315859,PMC2259407,10.1186/1471-2105-9-S1-S6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2259407; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2259407/,GORouter: an RDF model for providing semantic query and inference services for Gene Ontology and its associations.; GORouter: an RDF model for providing semantic query and inference services for Gene Ontology and its associations,Y?,Y,Y,INTEGRATED; ONTOLOGY,ONTOLOGY,GORouter,http://www.scbit.org/gorouter/,,Oracle 10g NDM (RDF),"An RDF model which encodes heterogeneous original data in a uniform RDF format, creates additional ontology mappings between GO terms, and introduces a set of inference rulebases",included: an RDF model for the GO subontologies,,Knowledge management; Ontology,"Databases, Genetic; Natural Language Processing; Database Management Systems; Information Storage and Retrieval [methods]; Models, Genetic; Software; Genes [genetics]; Algorithms",2008-02-13; 2008 Feb 13,"Lu, Qiang; Luo, Qingming; Xu, Qingwei; Xu Q, Shi Y, Lu Q, Zhang G, Luo Q, Li Y; Li, Yixue; Zhang, Guoqing; Shi, Yixiang",BMC Bioinformatics
37361885,PMC9974391,10.1007/s10796-023-10379-5,https://doi.org/10.1007/s10796-023-10379-5; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9974391,An Ostensive Information Architecture to Enhance Semantic Interoperability for Healthcare Information Systems.; An Ostensive Information Architecture to Enhance Semantic Interoperability for Healthcare Information Systems,N,N,N,METHOD,METHOD,NoName,https://zenodo.org/record/7545834#.ZCHdShVBxpI,,Neo4j,FHIR knowledge graph,excluded: out of scope,Graph database; FHIR; Ontology graph; Semantic interoperability; Knowledge graph; Ostensive approach; Healthcare information systems; Digital healthcare,diabetis,,2023 Mar 1,"Guo H, Scriney M, Liu K",Information systems frontiers : a journal of research and innovation; Information Systems Frontiers
35655307,PMC9161770,10.1186/s12911-022-01848-z,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9161770,Expediting knowledge acquisition by a web framework for Knowledge Graph Exploration and Visualization (KGEV): case studies on COVID-19 and Human Phenotype Ontology.,Y,Y,Y,SOFTWARE; INTEGRATED,SOFTWARE; INTEGRATED,KGEV,http://covid19nlp.wglab.org/,,Neo4j,"framework for construction and visual exploration of KGs, two use cases explore a Covid KG and and the Human Phenotype Ontology",included: Gives a solid example for the querying and exploration of the COVID-19 KGs. It can be extended to other diseases,Knowledge discovery; COVID-19; Knowledge graph; Data visualization; Information extraction,"Biomedicine, Data visualisation;COVID-19","COVID-19; Pattern Recognition, Automated; Phenotype; Reproducibility of Results; Pandemics; Humans",2022 Jun 2,"Peng J, Xu D, Lee R, Xu S, Zhou Y, Wang K",BMC medical informatics and decision making
